Message,CaseNumber,Summary
customer asked i recently got a replacement delivered without any correspondence that it was coming said to box up and send old one back i did now ive been using for weeks and cant get filters because theyre out of stock and dont know when theyll be in the whole thing has been and still is very frustrating. customer asked i received my new dream station weeks ago and mailed old one back now i need filters and theyre apparently out of stock supposed to be changed every weeks and its already been longer than that and its dirty and gross i was told maybe by the end of the month that is unacceptable and you shouldnt have sent new ones out without having them in stock teresa smith,3998316,customer needs help with dream station. customer got a replacement delivered without any correspondence and can't get filters because they're out of stock. customer is still waiting for help.
customer asked hi philips i registered for the cpap recall i moved and have called your recall number three times to get my address and phone updated can you put me in contact with someone that can actually update my contact information they also could not confirm if a replacement cpap had already been sent to my prior address i had called the recall before i moved and tried to update my address but apparently they did not change it,3998548,customer needs help with philips. customer has registered for the cpap recall and tried to update address but the recall didn't change it. customer is still waiting for help.
customer asked hi i have a dreamstation which is part of the recall i registered my device back in june but have now moved how do i update my contact information on my registration. executive replied hi there could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer asked sure i am in the us washington state my registration confirmation is,4000580,customer has a dreamstation and wants to update contact information. agent asks to confirm location in a private message.
customer asked submerging the electric end of the heated tube is ok i always avoided getting that end in water due to the contact with the unit was concerned about water still being in there. executive replied hi there thanks for reaching out to us could you share your country of residence so we can put you in touch with our dedicated team awaiting your reply. customer asked usa. executive replied thanks for your reply we will have our dedicated team follow up on your request and get back to you shortly,4007111,customer needs help with the unit. customer says submerging the electric end of the heated tube is ok. agent asks to share country of residence so they can put in touch with their dedicated team.
customer asked your customer service number for hung up on me time this morning after going through the menu options of english and patient i am reaching out via tweeter because they dont have customer care email posted on the website instead of putting me in a queue for support or providing me with a message you just hang up i suspect this is a technical issues with your customer care line i am calling about my cpap recall because i cant register my device online because the serial number on the bottom of the device has faded cant be read please help or having some call me back at or email me at,4007272,customer needs help with cpap recall. customer calls about a technical issue with the customer care line. customer is still waiting for help.
customer asked i hope they get this sorted for you asap its disgraceful customer service the issue was discovered in april weve already been waiting long enough for an outcome i dont want another philips machine ive lost all confidence in them and would prefer to get a different brand. customer asked just found out ive been breathing in toxic fumes from my dream station this is after finding out about the recall where you discovered the issue in april i registered my machine in june havent heard a peep from philips since. executive replied hi megan could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer asked i cant seem to send you a private message im in australia. executive replied this should work,4008743,customer needs help with philips machine. customer wants a new brand after finding out about the recall. agent asks to confirm location in a private message so they can look into offering more specific information.
customer asked i received my replacement machine but i still have filters and tanks for the dreamstation will phillips exchange them if so how do i do this. customer asked i received my replacement cpap machine but i still have filters and tanks for the dreamstation will philips exchange them if so how do i do this. customer asked no answer. customer asked i dont know why you have this page when you dont respond to posts or messages,4013064,customer received the replacement cpap machine but still has filters and tanks for the dreamstation. customer is still waiting for help.
customer asked hello i have registered my recalled cpap machine but my address is now changing pls let me know how to change my address. customer asked so that if any replacement is sent its sent at the new address. executive replied hello tuli any status updates upon repair or replacement will be sent to you via the method of communication you chose either by email text or received by a phone call. customer asked how will i change my address,4014153,customer needs help with cpap machine. customer says so that if any replacement is sent its sent at the new address. agent tells how to change address.
customer asked dream station auto cpap dom hum serial number manufactured. customer asked what is the part number where can i find it. customer asked my machine also has another label marked dreamstation hum core pack dom sn manufactured please advise what will be the process. customer asked as usual too much information but nothing useful at the end we as affected customers need useful action not repeated worthless talk,4016956,customer needs help with dream station. customer tells machine has another label marked dreamstation hum core pack dom sn manufactured. customer is still waiting for help.
customer asked ive sent several messages but ive been ghosted by your company now im suffering lung issues i would just like a simple refund of my money of my dream station and all the supplies that ive purchased for it you dont need to ask me the standard where i live in this that or the other check for plus is what i need for the cost in every supply ive spent on your cancer machines. customer asked this is the sketchiest company ive ever dealt with,4018348,customer needs help with cancer machines. customer has been ghosted by company and asks for a refund. customer is still waiting for help.
customer asked i received a dreamstation to replace the dreamstation i have supplies for the original dreamstation filters foam and fine particle as well as reservoirs two questions will philips exchange for current filters and reservoirs second i have two recalled units dreamstation and system one which does the received unit replace not only did this put my health at risk but is costing me more money,4020850,customer asks about the replacement of the dreamstation. customer is still waiting for help.
customer asked i have a question about the national shortage of aed pads. executive replied hi there joe thanks for reaching out could you please share your country of residence and please elaborate on the shortage and your question concerning this important topic thanks in advance. customer asked usa i have attempted to purchase aed pads from several vendors and have been to there is a national shortage,4023819,customer has been to there is a national shortage of aed pads. agent replied executive replied.
customer asked ive registered two machines that are part of the recall ive since moved to a new address and want to update that address with you how do i do that and when might i receive replacements. executive replied hi brian philips plans to initiate the repair and replacement programs in the majority of its markets by the end of september with the intention to complete them within approximately months please refer to our website for more information. customer asked wow months does that mean i might have to be without my cpap for up to months or use it with the multiple risks associated with your machines that is unacceptable. customer asked can you please tell me how to update my address with you in case im one of the fortunate users that gets fixed sooner than later,4027034,customer needs help with cpap. customer says how do i do that and when might i receive replacements. agent asks how to update the address of two machines that are part of the recall and when might receive replacements.
customer asked philips sleep wellness what is a dme what about people who have a machine that is over years old will you still replace it or should we give up and start over with another company my husband and i registered back in june and we have no guidance. executive replied hello jill we understand your concerns completely you have completed the vital step of registering your affected device any status updates upon repair or replacement will be sent to you via the method of communication you chose either by email text or received by a phone call philips is treating this matter with the highest possible seriousness you will be contacted as soon as a status update is available. customer asked will you replace a cpap even if over years old will we have to have an order from a doctor,4028099,customer asks if can replace a cpap even if it's over years old. agent says they have to have an order from a doctor.
customer asked philips after receiving my machine back in july months later its doing the same issue im told you cant provide a new one but to yet again send the machine to get fixed for the same exact issue clearly the machine is a lemon but lets just send it back to get fixed you have the worst customer service a machine should not break with the same issue and its not even a year old i will never buy another product from your brand again i will also share my experience with others about this product definitely reporting this to the bbb,4029265,customer needs help with machine. customer complains to about the service of the product. customer is still waiting for help.
customer asked philips sleep wellness i registered my unit months ago as a cardiac arrest survivor im quite concerned ive heard nothing from philips. executive replied hi larry philips plans to initiate the repair and replacement programs in the majority of its markets by the end of september with the intention to complete them within approximately months please refer to our website for more information,4035779,customer says philips sleep wellness. agent tells philips plans to initiate the repair and replacement programs in the majority of its markets by the end of September.
customer asked good afternoon i am normally a very patient person but with barely any sleep for the past months it is starting to get to me as i cant afford to buy a new cpap machine and i am happy with the style of the one i have i live east of dallas texas as i got this one when i had another insurance and the place do not take hmo i am in a bind of what to do how long a replacement filter is available etc. customer asked philips sleep wellness message sent,4035812,customer needs help with philips sleep. customer can't afford to buy a new cpap machine and is in a bind of what to do. customer is still waiting for help.
customer asked is anyone available to chat. executive replied sure jon how may we be of assistance. customer asked i cant find the model number on my dreamstation cpap. customer asked and its on the recall. executive replied hi jon please verify that you are filling out the correct serial number of your product and not any attached humidifier the water reservoirtank when registering you can check how to find your serial number via this page if you are still experiencing issues after that please reach out to our dedicated support team via for personal help. customer asked so the serial number is the model number. customer asked l,4046662,customer can't find the model number on the dreamstation cpap. agent asks to verify and reach out to the support team for help.
customer asked i need one of theseive really been having trouble breathing more and morei have asthma and copdso ive heard medicare doesnt pay not sure about highmark i dont use the big bulky oneswill u send something to my dr for a script. executive replied hello melody we understand your concerns completely philips is treating this matter with the highest possible seriousness and are dedicating significant time and resources to address this issue to assist you we would need further information to help in this regard what we need your location contact information email address and serial so we can follow up we will make sure we assist in the best way possible. customer asked i live in reading pawhat serial,4047677,customer needs help with highmark. customer has trouble breathing and has asthma. agent asks for location contact information email address and serial.
customer asked i have received my replacement cpap machine my husband has the same model that they sent me my ahi number is double what it was on the older model i had it for years and my number was never more than my husband is having the same problem i use it faithfully every night and my sleep apnea is well controlled i am concerned that this replacement model is not effectively treating our sleep apneawhat would cause this and is there something we can do to rectify this problem thank you patricia flynn,4049154,customer has received the replacement cpap machine and is concerned that it is not effectively treating sleep apnea. customer is still waiting for help.
customer asked hello. executive replied hello irving thank you for contacting us how can we be of service to you awaiting your reply. customer asked i have a bipap machine. customer asked but sometimes im waking up gasping for air seems like my machine cant keep up with me. customer asked what should i do. customer asked ive been to the doctor several times and i just said that it should be all right,4052945,customer needs help with bipap machine. customer has a bipap machine but it can't keep up with agent replied hello.
customer asked hi i received my replacement dream maker unit im having trouble getting the new unto to link to my app via bluetooth how do i remove the connection from my old unit and get the new unit to recognize it im logging in with my is and original password and its not looking do i need a new account thanks. executive replied hi michael thank you for reaching out to us could you please share your country of residence wed like to look further into this for you. customer asked usa new york,4055429,customer needs help with dream maker unit. customer has trouble getting the new dream maker to recognize it. agent asks to share country of residence.
customer asked i bought my cpap machine from breathe well inc in st johns nl canada in february i stopped using the machine as soon as philips issued their recall i have waited patiently for several months now with mo action i am therefor requeting a refund of my purchase price i will naturally return the cpap machine i have requested a refund from breathe well but they have informed me there is nothing they can do thank you for your attention to this matter barry bridger,4061342,customer needs help with cpap machine. customer wants a refund but says there's nothing they can do. customer is still waiting for help.
customer asked philips are you sending out refurbished units for your cpap recall can you guarantee that units was in a smoke free environment or an environment where mold was not an issue we will not take a refurb unit without a written guarantee of this due to an immunocompromised child with sensitivities. customer asked philips are you sending out refurbished units for your cpap recall can you guarantee that units was in a smoke free environment or an environment where mold was not an issue we will not take a refurb unit without a written guarantee of this due to an immunocompromised child with sensitivities,4062905,customer needs help with philips. customer will not take a refurb unit without a written guarantee of this due to an immunocompromised child. customer is still waiting for help.
customer asked philips sleep wellness you didnt answer the question as usual about being notified when it is coming i live in a apt which i spend very little time at if my new cpap is just left outside my door with zero notification i can say i know it will be stolen ive had packages stolen before i called to give a alternate address but all the lady said was i will make note of it if she did who knows i havent received anything including my replacement which i desperately need because of the symptoms ive had for the past two years since starting my treatment god only knows the damage this cpap has done this entire recall ordeal is beyond frustrating. customer asked janice roth i agree,4069963,customer asks about being notified when the new cpap is coming. agrees. customer is still waiting for help.
customer asked my husband got his about a month ago but he cant get the filters that are supposed to be replaced weekly. customer asked joleen hart my husbands supply company does not have the disposable filters available and neither does phillips he got his new machine over a months ago and cant change the disposable filter that should be changed weekly he bought some filters on ebay at an exorbitant price and they still havent come. customer asked fred mclaine my husband had been doing that too but those old filters wont last forever,4072587,customer needs help with disposable filters. customer husband bought some filters on ebay at an exorbitant price but they still haven't come. customer is still waiting for help.
customer asked this is ridiculous ive been registered for several months now in this process the only communication ive gotten is a acknowledgment that my machine is registered nothing else ive looked on the updates page site and nothing for months now i even called a few times and was told nothing customers deserve real time updates on whats happening here not stock responses the original recall said customers were supposed to get letters i never received if it was not for seeing a random post on fb i as well as most im sure would never have known about this issue,4073865,customer needs help with machine. customer complains about the lack of real-time updates. customer is still waiting for help.
customer asked i was surprised to see this post a couple of days after i contacted philips to advise them that my machine provider had provided a trilogy bacterial filter to be used with my dream machine totally contrary to philips own notification that it should not be when i contacted the provider about their actiod it being contrary to philips the providers response was that the philips tech gave them the filters for the trilogy machines and extras to pass out for the philips ones and they have to do what the tech said i did all this because i didnt want other philips users using the trilogy filters on the philips machines and having the same false sense of safety that i had assumed,4074153,customer tells that the machine provider provided a trilogy bacterial filter to be used with dream machine contrary to philips own notification. customer is still waiting for help.
customer asked my return label has expired pleases end a new one connie r old tracking thank you ph. executive replied hi there connie thanks for reaching out to us could you kindly confirm your country of residence and tell us more about your return request we can then look into this for you thanks in advance we will await your reply. customer asked idaho usa returning my cpap that was recalled my label expired i waited too long to use it respironics,4075226,customer needs help with cpap. customer asks to confirm country of residence and tell us more about return request. agent replied executive replied hi there.
customer asked these weigh down the lower jaw making baby have to suck harder to keep in mouth we are seeing a lot of upper teeth protrusion caused by these little guys your friendly pediatric dental professional. executive replied hi lindsay we apologized for the delayed response were also sorry that this has caused upper teeth protrusion could you please elaborate on the issue you are experiencing please feel free to send us a private message and we will do our best to help you further hope to speak to you soon,4075377,customer is seeing a lot of upper teeth protrusion caused by these little guys. agent apologizes and will do their best to help
customer asked what determines if we get a new machine or a refurbished one. executive replied hi dean could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer asked i was told to pm my name is dean niederkohr i have already registered my dreamstation cpap months ago my question yesterday was what determines if i get a new cpap or a refurbished cpap or do i just get the parts to fix my own cpap i dont smoke and would find it unacceptable to get something a smoker had used,4076153,customer needs help with dreamstation cpap. customer says what determines if we get a new machine or a refurbished one. agent asks what determines if they get a new machine or a refurbished one.
customer asked i own a dreamstation auto cpap machine and would like to know what battery options are available to me so that i can use the machine without access to mains power. executive replied hi thanks for your message one of our colleagues will be right with you but if you think your product is faulty you can also try our new diy repairexchange feature on our website philipstoapprande in any case thanks for your patience in the meantime. executive replied hi its been hours since your last message we havent forgotten about you but to help you further it would be great if you could send us another message well then make sure to back to you here as soon as we can hope to hear from you again soon,4077069,customer wants to know what battery options are available for dreamstation auto cpap machine. agent asks to send another message.
customer asked it just doesnt seem like phillips is helping customers they said to call if you have questions i called today got hung up on four times and they still couldnt answer my question my question was in the old machine that was recalled we never used water because we were told by the medical facility we did not have to i wanted to know if we have to use water in the new machine i received today phillips is the manufacturer you would think they would know but they dont so what good is it,4078326,customer needs help with old machine. customer calls Phillips to ask if they have to use water in the new machine. customer is still waiting for help.
customer asked i registered in july and received emails one in aug and one last week do i have to return my current unit to my accessories supplier or mail it back to philips if i have to send it back will i pay for return postage more than if the cpap cleaners use ozone if ozone is bad why make cleaners that use it including the highly rated so clean machine. executive replied hello gloria could you please confirm your location in a private message so we can provide the best information. customer asked im in etna me,4079923,customer needs help with cpap cleaners. customer wants to return the current unit. agent asks to confirm location in a private message.
customer asked is machine safe if the display screen turns purple. executive replied hi there tina thanks for the question could you kindly tell us the model number of your device we can then provide an appropriate answer thanks in advance we will await your reply. customer asked healthcare trilogy all i see is serial. customer asked ref number. customer asked will serial number help really appreciate help. executive replied hello tina thanks for getting back to us we would love to assist you further with your request which is why we would like to suggest you reach out to us via facebook or twitter we can definitely assist you further there many thanks in advance we hope to hear from you soon. customer asked healthcare could u please answer questions just need to know if safe,4080329,customer needs help with healthcare trilogy. customer wants to know if machine is safe. agent suggests reach out to them via facebook or twitter.
customer asked i registered my machine as soon as the news came out about your defective machines i have called several times and explained to your phone people that my month old machine that medicare is still paying for has not worked right since i received it the company i bought it from will not replace it due to the recall and i do not have another it seems like replacing one that doesnt work should take priority over those that still have one that works i have no where to turn and all i get from youall is the same canned speech you repeat to everyone i need help,4080598,customer has called several times to complain about defective machines but no one answers. customer is still waiting for help.
customer asked i just received my bipap replacement machine it does not load my correct settings i hooked up my soon to return bipap minus modeldata card to use for tonight while the new one has the modemdata in hopes of downloading settings any recommendations. executive replied hi ryan thanks for reaching out to us could you perhaps let us know where you are located we would like to put you in touch with a local department on this hope to hear from you. customer asked baltimore md. executive replied thanks for letting us know ryan well put you in touch with our us department right away theyll leave you a message at the earliest. customer asked i already contacted my pulmonologist to load it up,4084628,customer says i just received my bipap replacement machine it does not load my correct settings. agent asks to put in touch with a local department because the new machine doesn't load the correct settings.
customer asked hi i received my replacement machine and it is compact and very quiet but it didnt come with a heated tube like my old one how can i get the heated tube my oxygen supplier tried to get me one but it never arrived. executive replied thank you for sharing your concern with us here diane we would like to see what we can do for you therefore we will forward your case to our product team they will reach out to you here as soon as possible for now have a good day. customer asked philips sleep wellness my name on the replacement is diane rae thank you so much for your responsiveness,4086147,customer needs help with philips sleep wellness. customer got a new machine but it doesn't have a heated tube. agent will forward the case to the product team.
customer asked i have been using my dreamstation since it was sent as a replacement for the original dreamstation it sounds like darth vader with a wheeze any idea why the humidifier has stopped working it no longer gives me any humidifier settings leaves me with a very dry mouth. executive replied thank you for reaching out to us eddie we are sorry to hear about the inconvenience with your dreamstation wed like to see what we can do to fix this for you do you happen to have your original invoice relating to the purchase still could you also confirm that you are an american residence thank you in advance. customer asked this was a replacement unit for a recall i dont think i have the original paperwork i can provide you with the serial number yes i am an american resident,4089203,customer has been using dreamstation since it was sent as a replacement for the original dreamstation but the humidifier has stopped working. agent asks for the original invoice and the serial number.
