Message,CaseNumber,Summary
customer asked please advise if we havent received any letter what we should do. agent said hi there jul thank you for your message we are not quite sure what you mean could you elaborate on your situation perhaps well be here awaiting your reply. customer said hi i have an issue with a cpap machine brand new and i try to find some answers from you its about the heating plastic tank without water while we sleeping what is the impact on the health inhaling the plastic gas heated,3940449," asks for advice about the heating of the new CPAP machine. asks to elaborate on the situation and will find some answers from for the answer to the question. says they haven't received any letter yet, so asks for further help to find the answers to their questions."
agent said hi there could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. agent said hello thank you for the response and for confirming your location please try us at. customer said hi im reaching out to get some help with my wifes respironics cpap machine that is part of the recall but is no longer under warranty please see my exchange with the main account on this matter thanks for your help. customer said my mailing address is pk koduri ravencrest ave bloomington in i can be reached at,3947544, asks to confirm location in a private message to offer more specific information for the recall of the wifes respironics chap machine but it's no longer under warranty. also asks for mailing address and can be reached at pk koduri ravencrest ave bloomington.
customer said did change their cpap bipap dreamwear pillows the new ones i got this month dont match my nose shape and dont have as thick cushioning lacking the blue part entirely. customer said apparently they discontinued the gel pillows that fuckinng sucks omg. agent said hi there thanks for your message can you please send us a direct message and provide us with your country of residence then well connect you with our colleagues who can assist you further. customer said i live in the us i get my supplies though lincare paid by my insurance,3952945, tells that the gel pillows got this month don't match nose shape and lack the blue part. asks to send a direct message to their company so that they can contact with colleagues. gets the supplies though lincare paid by the insurance. is from the US.
customer said i am still waiting for my replacement of my lifeline equipment it has been over daysprogram code unit. customer said my ph cell. agent said hi there delores thanks for reaching out were sorry to hear that youre still waiting for your device to be replaced wed like to see how we can help so could you please share your country of residence with us many thanks in advance hope to hear from you soon. customer said im in abilene texas usa. agent said thank you for letting us know delores we are going to forward your case to our product specialists who will be able to assist you further one of our colleagues will be with you in the same conversation shortly have a lovely day,3957892, is waiting for the replacement of the lifeline equipment. asks to share the country of residence and will forward the case to the product specialists for further help. promises to contact her soon with their colleagues. is grateful for the help and wishes to see how to contact him soon.
customer said will insurance cover this. agent asked hello mely and thanks for your interest we would gladly assist you could you please share your location in a private chat this way we can get into the specifics awaiting your reply. customer said philips respiratory wellness yes sending message right now. customer said palmdale california. customer said philips respiratory wellness waiting for a response,3960174,Philips respiratory wellness asks to share location in a private chat to get into the specifics while waiting for a response to the insurance. They are sending messages now and will contact each other later to discuss the issue at the post. . the insurance will cover it.
customer said im interested in this product. agent asked hello james and thanks for your interest what kind of product do you mean try to include your location as well awaiting your reply. customer said im looking for a portable concentrator. customer said location nc. agent said thanks for sharing james we will forward your concern to our product team to assist you further they will be with you shortly,3960212, wants to buy a portable concentrator. asks about James's interest and will contact him shortly with his location and contact the product team as well as waiting for James's reply to the question.    is grateful for sharing James's concern and appreciates his interest.
customer said explain to me how i can sleep with my mask on from hours and the machine give me hours of therapy hours. agent said hi randy thank you for reaching out to us could you perhaps elaborate on that. customer said put the mask on around took it off around machine says hours of therapy this isnt new been goin on for a while. agent said thank you for elaborating we would like to have our product specialist team take a closer look into this could you let us know your country of residence awaiting your reply. customer said usa. customer asked checking in any more info needed,3968368,Randy tells how to sleep with a mask on for hours and how the machine gives hours of therapy hours. will take a closer look into the problem and asks for his country of residence and will check in later. is assisting with the case and requests for some more info.
customer said not impressed with the replacement the lid is very cheap and it is hard to take apart if your partner is still sleeping i use the heated hose and mine didnt come with that and it no longer swivels had no notice that a new machine was coming and the filters are different i now have supplies i cant use and i will have to buy myself because insurance says i already bought and wont let me get more and i will need new filters for the redesign,3978248, asks not impressed with the replacement. needs to buy the replacement because insurance won't let get more and needs to get the filters for the redesign since the new machine has no notice that the filters are different from the ones bought before. thinks the replacement is expensive and time-consuming.
customer asked is anyone available to chat. customer said my wife received a replacement dreamstation but it only goes up to a setting her setting is supposed to be called a few days ago and was told someone would contact her buy so far no response. agent said hi melvin thanks for reaching out to us weve asked our product team to look into this for you youll hear from them soon. customer said thanks. customer said thank you for your prompt resolution on my wifes device,3978455," asks about the status of wife's replacement dreamstation. answers the phone and promises to contact her soon with the product team's help. thanks for the prompt resolution on the wifes device, and for the product's help to solve the problem..   "
customer said hi phillips none of your australian phone numbers are working i have had to rent a machine due to this recall and its sending us broke as we just bought the dream station last octoberhas there been any progress someone on a recall group said that you are giving refunds now i would like one asap please its faulty equipment and i dont want it please let me know how i go aout getting this refund i cannot call as your numbers arent working. customer asked is anyone available to chat. customer asked is anyone available to chat. customer asked is anyone available to chat,3983572," phones to inquire about the refund of the broken machine. answers the phone and wants to chat with about it but cannot call because phone isn't working, nor is available to chat, so asks for a refund as well as to chat online with each other to get the refund."
customer said i did register my dreamstation but a former neighbor called to say notification was just sent to my old address in another state my house had been torn down a new one built and ups envelope was left on stoop of an unfinished new house name robert neary old address lakeview ave tewksbury ma tracking number current address on recall registration paperwork is lost woods circle bonita springs fl. customer said dreamstation sn is humidifier chamber is. customer said please update database so new device or any future info is sent to florida not massachusetts thank you,3985636," asks to update the database so that the message about the torn down address is sent to Florida instead of Massachusetts where it is currently is sent, and says the current address is still in Florida. says it is not massachusetts' and asks to send the message to Florida not Massachusetts."
customer said my touch screen stopped working on my machine is there a way to hard reset it i dont have time to send it in for repair and wait for a new one to come i am going to a different state for business travel on tuesday. agent said hi there kelsey sorry to hear this and we like to see how we can help could you therefore please provide us with the country that youre currently based in hope to hear from you. customer said healthcare hi philips thanks for the reply i am based out of the usa i have the dreamstation,3992407," kelsey phones Philips because her touch screen stopped working. Philips asks her to provide with the country that she is currently based in and hopes to hear from her. Kelly answers the phone and tells him she is based out of the usa, and she has the dreamstation."
customer said i got documents in the mail days ago telling me to register the two devices ive already registered online to see if they are part of the recall but the document says all dreamstation serial numbers also i have devices because the rx changed i dont need two devices what do i do with the one thats been unprescribed. agent said hi could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer said responding to your request to my post received documentation in the mail though ive already registered both the bipap and the cpap my location is gretna la,3993464, asks to confirm location of the two devices registered online. says has registered both the bipap and the capap. asks for more specific information but has already registered. says location is granite la. is assisting with the problem with the one that has been unprescribed.
customer said i recently got a replacement delivered without any correspondence that it was coming said to box up and send old one back i did now ive been using for weeks and cant get filters because theyre out of stock and dont know when theyll be in the whole thing has been and still is very frustrating. customer said i received my new dream station weeks ago and mailed old one back now i need filters and theyre apparently out of stock supposed to be changed every weeks and its already been longer than that and its dirty and gross i was told maybe by the end of the month that is unacceptable and you shouldnt have sent new ones out without having them in stock teresa smith,3998316," tells that the filters of the new dream station are out of stock. It is unacceptable to send new ones out without having them in stock, says the old ones are still in stock too and should have sent them by the end of the month, but still feels very frustrating."
customer said hi philips i registered for the cpap recall i moved and have called your recall number three times to get my address and phone updated can you put me in contact with someone that can actually update my contact information they also could not confirm if a replacement cpap had already been sent to my prior address i had called the recall before i moved and tried to update my address but apparently they did not change it,3998548,"Philips tells can't contact anyone to update address and cannot confirm whether a replacement has been sent to the prior address because they didn't change the address but the call wasn't accurate. The recall number hasn't been updated, nor can contact anyone that can update contact information."
customer said hi i have a dreamstation which is part of the recall i registered my device back in june but have now moved how do i update my contact information on my registration. agent said hi there could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer said sure i am in the us washington state my registration confirmation is,4000580, asks how to update contact information on the registration. asks to confirm location in a private message to offer more specific information in the future. says registration is in the us washington state and asks for more detailed information in advance with a detailed personal information to offer a refund.
customer said submerging the electric end of the heated tube is ok i always avoided getting that end in water due to the contact with the unit was concerned about water still being in there. agent said hi there thanks for reaching out to us could you share your country of residence so we can put you in touch with our dedicated team awaiting your reply. customer said usa. agent said thanks for your reply we will have our dedicated team follow up on your request and get back to you shortly,4007111, requests to share country of residence with their dedicated team. will get back to shortly with a response to the request and thanks for the reply to s current situation. is waiting for them to get in touch later. is awaiting reply to usa at the request. is grateful.
customer said your customer service number for hung up on me time this morning after going through the menu options of english and patient i am reaching out via tweeter because they dont have customer care email posted on the website instead of putting me in a queue for support or providing me with a message you just hang up i suspect this is a technical issues with your customer care line i am calling about my cpap recall because i cant register my device online because the serial number on the bottom of the device has faded cant be read please help or having some call me back at or email me at,4007272, phones to complain that the customer service number for hung up on time. suspects it's because there is a technical issues with the customer care line and asks to call back or email at for help. says the serial number on the bottom of the device can't be read because it's faded.
customer said i hope they get this sorted for you asap its disgraceful customer service the issue was discovered in april weve already been waiting long enough for an outcome i dont want another philips machine ive lost all confidence in them and would prefer to get a different brand. customer said just found out ive been breathing in toxic fumes from my dream station this is after finding out about the recall where you discovered the issue in april i registered my machine in june havent heard a peep from philips since. agent said hi megan could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer said i cant seem to send you a private message im in australia. agent said this should work,4008743," has lost all confidence in Philips machine and wants to get a different brand. asks Megan to confirm her location in a private message to offer more specific information, but Megan is in Australia so she can't send the private message in advance. thinks it should work for her."
customer said i received my replacement machine but i still have filters and tanks for the dreamstation will phillips exchange them if so how do i do this. customer said i received my replacement cpap machine but i still have filters and tanks for the dreamstation will philips exchange them if so how do i do this. customer said no answer. customer said i dont know why you have this page when you dont respond to posts or messages,4013064," has received the replacement machine but doesn't know how to exchange it. asks how to do it but no answer. asks why has got the page on the wrong page, and explains it's because doesn't respond to posts or messages, but still hasn't received the reply."
customer said hello i have registered my recalled cpap machine but my address is now changing pls let me know how to change my address. customer said so that if any replacement is sent its sent at the new address. agent said hello tuli any status updates upon repair or replacement will be sent to you via the method of communication you chose either by email text or received by a phone call. customer asked how will i change my address,4014153, address is changing. tells how to change the address and the status updates will be sent via the method of communication chooses by email or by phone to at any replacement is sent to at the new address. Then they talk about how to deal with the problem with the changed address.
customer said dream station auto cpap dom hum serial number manufactured. customer asked what is the part number where can i find it. customer asked my machine also has another label marked dreamstation hum core pack dom sn manufactured please advise what will be the process. customer said as usual too much information but nothing useful at the end we as affected customers need useful action not repeated worthless talk,4016956," tells the part number and the process of having the dream station hum core pack manufactured. thinks there is too much information but nothing useful at first but then needs useful action, so they need to find the information and decide what will be the process at the end. thinks it's unnecessary."
customer said ive sent several messages but ive been ghosted by your company now im suffering lung issues i would just like a simple refund of my money of my dream station and all the supplies that ive purchased for it you dont need to ask me the standard where i live in this that or the other check for plus is what i need for the cost in every supply ive spent on your cancer machines. customer said this is the sketchiest company ive ever dealt with,4018348, requests for a refund of the money of the dream station and all the supplies. thinks the company is the sketchiest company has dealt with ever dealt with. agrees with that they are the worst company ever encountered with. thinks it's unfair to ask about the price of the goods.
customer said i received a dreamstation to replace the dreamstation i have supplies for the original dreamstation filters foam and fine particle as well as reservoirs two questions will philips exchange for current filters and reservoirs second i have two recalled units dreamstation and system one which does the received unit replace not only did this put my health at risk but is costing me more money,4020850," tells received a dreamstation to replace the dreamstation. It costs more money and puts health at risk, so Philips exchange for the current filters and the two recalled units dreamstation has to replace and system one to replace it at the cost of per dreamstation and system "
customer said ive registered two machines that are part of the recall ive since moved to a new address and want to update that address with you how do i do that and when might i receive replacements. agent said hi brian philips plans to initiate the repair and replacement programs in the majority of its markets by the end of september with the intention to complete them within approximately months please refer to our website for more information. customer said wow months does that mean i might have to be without my cpap for up to months or use it with the multiple risks associated with your machines that is unacceptable. customer said can you please tell me how to update my address with you in case im one of the fortunate users that gets fixed sooner than later,4027034, has registered two machines but has since moved to a new address so wants to update the address. asks how to update address with to avoid being without the CPAP for too long. agrees and asks to refer to the website for more information about how to fix the machines.
customer asked philips sleep wellness what is a dme what about people who have a machine that is over years old will you still replace it or should we give up and start over with another company my husband and i registered back in june and we have no guidance. agent said hello jill we understand your concerns completely you have completed the vital step of registering your affected device any status updates upon repair or replacement will be sent to you via the method of communication you chose either by email text or received by a phone call philips is treating this matter with the highest possible seriousness you will be contacted as soon as a status update is available. customer said will you replace a cpap even if over years old will we have to have an order from a doctor,4028099,Jill and her husband have no guidance on replacing their machines over years old. Philips sleep wellness tells Jill they will contact her as soon as the status update is available. They need to have an order from a doctor to replace a photocap even if it is over 
customer said philips after receiving my machine back in july months later its doing the same issue im told you cant provide a new one but to yet again send the machine to get fixed for the same exact issue clearly the machine is a lemon but lets just send it back to get fixed you have the worst customer service a machine should not break with the same issue and its not even a year old i will never buy another product from your brand again i will also share my experience with others about this product definitely reporting this to the bbb,4029265, sends the machine back to get fixed even though it's broken. will never buy another product from Philips again and will report this to the bbb at the bbt's bbb store. will send it back to Philips for the same issue and will not buy it again.
customer said good afternoon i am normally a very patient person but with barely any sleep for the past months it is starting to get to me as i cant afford to buy a new cpap machine and i am happy with the style of the one i have i live east of dallas texas as i got this one when i had another insurance and the place do not take hmo i am in a bind of what to do how long a replacement filter is available etc. customer said philips sleep wellness message sent,4035812, tells can't afford to buy a new CPAP machine and is in a bind on how long the replacement filter is available. sends a message about Philips sleep wellness message to is patient. is happy with the one has now and thinks it's suitable.   
customer asked is anyone available to chat. agent asked sure jon how may we be of assistance. customer said i cant find the model number on my dreamstation cpap. customer said and its on the recall. agent asked hi jon please verify that you are filling out the correct serial number of your product and not any attached humidifier the water reservoirtank when registering you can check how to find your serial number via this page if you are still experiencing issues after that please reach out to our dedicated support team via for personal help. customer asked so the serial number is the model number. customer said l,4046662, can't find the model number on the dreamstation capap. asks to verify whether the correct serial number is available and suggests contact the dedicated support team via for personal help if having any problems with the serial number or cannot find any attached humidifier or other related things.
customer said i need one of theseive really been having trouble breathing more and morei have asthma and copdso ive heard medicare doesnt pay not sure about highmark i dont use the big bulky oneswill u send something to my dr for a script. agent said hello melody we understand your concerns completely philips is treating this matter with the highest possible seriousness and are dedicating significant time and resources to address this issue to assist you we would need further information to help in this regard what we need your location contact information email address and serial so we can follow up we will make sure we assist in the best way possible. customer said i live in reading pawhat serial,4047677," has trouble breathing. asks to send something to the dr for a script. says Philips is assisting and needs further information to help in this regard. also asks about location address, and will follow up with further information and email address for further assistance at the best way possible."
customer said i have received my replacement cpap machine my husband has the same model that they sent me my ahi number is double what it was on the older model i had it for years and my number was never more than my husband is having the same problem i use it faithfully every night and my sleep apnea is well controlled i am concerned that this replacement model is not effectively treating our sleep apneawhat would cause this and is there something we can do to rectify this problem thank you patricia flynn,4049154," requests Patricia to rectify the problem that her replacement CPAP machine cannot treat the problem of sleep apnea and asks about the replacement number of her husband's problem, and Patricia suggests treating their problem. agrees to fix it for her husband and says there is nothing that can be done."
customer said hi i received my replacement dream maker unit im having trouble getting the new unto to link to my app via bluetooth how do i remove the connection from my old unit and get the new unit to recognize it im logging in with my is and original password and its not looking do i need a new account thanks. agent said hi michael thank you for reaching out to us could you please share your country of residence wed like to look further into this for you. customer said usa new york,4055429,Michael tells his replacement dream maker cannot connect to his new app. asks him to share his country of residence and would like to look into it for him at their country of residency for him to contact them for further help. says it doesn't need a new account.
customer said i bought my cpap machine from breathe well inc in st johns nl canada in february i stopped using the machine as soon as philips issued their recall i have waited patiently for several months now with mo action i am therefor requeting a refund of my purchase price i will naturally return the cpap machine i have requested a refund from breathe well but they have informed me there is nothing they can do thank you for your attention to this matter barry bridger,4061342," requests for a refund of the purchase price of the cpap machine bought in February but says there is nothing that can do due to the recall of Philips and says there's nothing they can do for this matter barry bridger can do at this time, so he will return the machine."
customer said philips are you sending out refurbished units for your cpap recall can you guarantee that units was in a smoke free environment or an environment where mold was not an issue we will not take a refurb unit without a written guarantee of this due to an immunocompromised child with sensitivities. customer said philips are you sending out refurbished units for your cpap recall can you guarantee that units was in a smoke free environment or an environment where mold was not an issue we will not take a refurb unit without a written guarantee of this due to an immunocompromised child with sensitivities,4062905,"Philips will not send out refurbished units without a written guarantee that the units were in a smoke-free environment or where mold was not an issue for the acetatriency recall because of the immunocompromised child with sensitivities, according to Philips' policy."
customer said philips sleep wellness you didnt answer the question as usual about being notified when it is coming i live in a apt which i spend very little time at if my new cpap is just left outside my door with zero notification i can say i know it will be stolen ive had packages stolen before i called to give a alternate address but all the lady said was i will make note of it if she did who knows i havent received anything including my replacement which i desperately need because of the symptoms ive had for the past two years since starting my treatment god only knows the damage this cpap has done this entire recall ordeal is beyond frustrating. customer said janice roth i agree,4069963, complains to about the lack of notification about the new CPAP being left outside door without any notification. Both and agree that the recall ordeal is beyond frustrating. They feel sorry for the inconvenience to Philips sleep health care treatment and express their dissatisfaction with Philips' treatment of the CPAP.
customer said my husband got his about a month ago but he cant get the filters that are supposed to be replaced weekly. customer said joleen hart my husbands supply company does not have the disposable filters available and neither does phillips he got his new machine over a months ago and cant change the disposable filter that should be changed weekly he bought some filters on ebay at an exorbitant price and they still havent come. customer said fred mclaine my husband had been doing that too but those old filters wont last forever,4072587," asks about the availability of the filters that are supposed to be replaced weekly. tells that husband bought some filters on ebay but they haven't come. Fred says the filters won't last forever, and says Phillips got his new machine over a month ago but it can't change the filters."
customer said this is ridiculous ive been registered for several months now in this process the only communication ive gotten is a acknowledgment that my machine is registered nothing else ive looked on the updates page site and nothing for months now i even called a few times and was told nothing customers deserve real time updates on whats happening here not stock responses the original recall said customers were supposed to get letters i never received if it was not for seeing a random post on fb i as well as most im sure would never have known about this issue,4073865, has been registered for several months but hasn't received any real-time updates. The only communication is a acknowledgment that machine is registered but has received nothing. says it's due to a random post on Facebook. would never have known about this issue if it was not for seeing the random post.
customer said i was surprised to see this post a couple of days after i contacted philips to advise them that my machine provider had provided a trilogy bacterial filter to be used with my dream machine totally contrary to philips own notification that it should not be when i contacted the provider about their actiod it being contrary to philips the providers response was that the philips tech gave them the filters for the trilogy machines and extras to pass out for the philips ones and they have to do what the tech said i did all this because i didnt want other philips users using the trilogy filters on the philips machines and having the same false sense of safety that i had assumed,4074153, tells that the post accusing of having provided a trilogy bacterial filter to be used with dream machine is contrary to the fact that the providers said the post was because didn't want other philips users using the trilogy filters on the philips machines and had the same false sense of safety that assumed.
customer said my return label has expired pleases end a new one connie r old tracking thank you ph. agent said hi there connie thanks for reaching out to us could you kindly confirm your country of residence and tell us more about your return request we can then look into this for you thanks in advance we will await your reply. customer said idaho usa returning my cpap that was recalled my label expired i waited too long to use it respironics,4075226, asks to confirm the country of residence and tells more about the return request since the return label has expired. will look into it for her later. says it's because waited too long to use the expired return card and waited for the return certificate to use it respironics.
customer said these weigh down the lower jaw making baby have to suck harder to keep in mouth we are seeing a lot of upper teeth protrusion caused by these little guys your friendly pediatric dental professional. agent said hi lindsay we apologized for the delayed response were also sorry that this has caused upper teeth protrusion could you please elaborate on the issue you are experiencing please feel free to send us a private message and we will do our best to help you further hope to speak to you soon,4075377, requests to elaborate on the issue that has caused upper teeth protrusion. apologizes and promises to contact soon and apologizes to for the delayed response and will send them a private message. They will contact each other soon to deal with the issue. is sorry for the delay.
customer asked what determines if we get a new machine or a refurbished one. agent said hi dean could you please confirm your location in a private message so we can look into offering more specific information thanks in advance. customer said i was told to pm my name is dean niederkohr i have already registered my dreamstation cpap months ago my question yesterday was what determines if i get a new cpap or a refurbished cpap or do i just get the parts to fix my own cpap i dont smoke and would find it unacceptable to get something a smoker had used,4076153," dean asks to confirm location in a private message to offer more specific information about whether they get a new machine or a refurbished one, but doesn't smoke and has registered dreamstation cpap months ago. suggests providing more detailed information in advance and will look into offering specific information."
customer said i own a dreamstation auto cpap machine and would like to know what battery options are available to me so that i can use the machine without access to mains power. agent said hi thanks for your message one of our colleagues will be right with you but if you think your product is faulty you can also try our new diy repairexchange feature on our website philipstoapprande in any case thanks for your patience in the meantime. agent said hi its been hours since your last message we havent forgotten about you but to help you further it would be great if you could send us another message well then make sure to back to you here as soon as we can hope to hear from you again soon,4077069, asks about the battery options of the dreamstation auto-cap machine. tells can use the new diy repairexchange feature on their website and requests to send them another message and hopes to hear from them again soon. They will contact each other again soon as soon as possible.
customer said it just doesnt seem like phillips is helping customers they said to call if you have questions i called today got hung up on four times and they still couldnt answer my question my question was in the old machine that was recalled we never used water because we were told by the medical facility we did not have to i wanted to know if we have to use water in the new machine i received today phillips is the manufacturer you would think they would know but they dont so what good is it,4078326, phillips doesn't answer question about the use of water in the new machine. thinks it's unnecessary because the question was in the old machine that was recalled they didn't have to use water but thinks it isn't good either because it's not from the manufacturer.
customer said i registered in july and received emails one in aug and one last week do i have to return my current unit to my accessories supplier or mail it back to philips if i have to send it back will i pay for return postage more than if the cpap cleaners use ozone if ozone is bad why make cleaners that use it including the highly rated so clean machine. agent said hello gloria could you please confirm your location in a private message so we can provide the best information. customer said im in etna me,4079923,"Gloria asks to confirm her location in a private message to send her current unit to Philips' accessories supplier so they can provide her with the best information about the return postage for the return of the current unit as she is registered in Etonia, and asks her to contact him."
